amenity_id,station_id,type,icon,map_id
1,8134,Restroom,https://statiq-images-prod.s3.ap-south-1.amazonaws.com/amenities_icons/restroom.png,12045
2,8148,Cafe,https://d3orevttu06iqr.cloudfront.net/amenities_icons/cafe.png,13267
1,8149,Restroom,https://statiq-images-prod.s3.ap-south-1.amazonaws.com/amenities_icons/restroom.png,12046
2,8149,Cafe,https://d3orevttu06iqr.cloudfront.net/amenities_icons/cafe.png,12047
3,8149,Store,https://d3orevttu06iqr.cloudfront.net/amenities_icons/store.png,12048
4,8149,Car Care,https://d3orevttu06iqr.cloudfront.net/amenities_icons/car+care+(1).png,12049
6,8149,Wifi,https://d3orevttu06iqr.cloudfront.net/amenities_icons/wifi+.png,12050
1,8154,Restroom,https://statiq-images-prod.s3.ap-south-1.amazonaws.com/amenities_icons/restroom.png,12051
6,8154,Wifi,https://d3orevttu06iqr.cloudfront.net/amenities_icons/wifi+.png,12052
1,8159,Restroom,https://statiq-images-prod.s3.ap-south-1.amazonaws.com/amenities_icons/restroom.png,12053
2,8159,Cafe,https://d3orevttu06iqr.cloudfront.net/amenities_icons/cafe.png,12054
6,8159,Wifi,https://d3orevttu06iqr.cloudfront.net/amenities_icons/wifi+.png,12055
1,8160,Restroom,https://statiq-images-prod.s3.ap-south-1.amazonaws.com/amenities_icons/restroom.png,12056
2,8160,Cafe,https://d3orevttu06iqr.cloudfront.net/amenities_icons/cafe.png,12057
6,8160,Wifi,https://d3orevttu06iqr.cloudfront.net/amenities_icons/wifi+.png,12058
1,8161,Restroom,https://statiq-images-prod.s3.ap-south-1.amazonaws.com/amenities_icons/restroom.png,12668
5,8161,Lodging,https://d3orevttu06iqr.cloudfront.net/amenities_icons/lodging.png,12669
2,8190,Cafe,https://d3orevttu06iqr.cloudfront.net/amenities_icons/cafe.png,13238
1,8194,Restroom,https://statiq-images-prod.s3.ap-south-1.amazonaws.com/amenities_icons/restroom.png,12061
1,8195,Restroom,https://statiq-images-prod.s3.ap-south-1.amazonaws.com/amenities_icons/restroom.png,12062
2,8200,Cafe,https://d3orevttu06iqr.cloudfront.net/amenities_icons/cafe.png,12063
3,8200,Store,https://d3orevttu06iqr.cloudfront.net/amenities_icons/store.png,12064
1,8200,Restroom,https://statiq-images-prod.s3.ap-south-1.amazonaws.com/amenities_icons/restroom.png,12065
6,8200,Wifi,https://d3orevttu06iqr.cloudfront.net/amenities_icons/wifi+.png,12066
1,8201,Restroom,https://statiq-images-prod.s3.ap-south-1.amazonaws.com/amenities_icons/restroom.png,12067
2,8201,Cafe,https://d3orevttu06iqr.cloudfront.net/amenities_icons/cafe.png,12068
6,8201,Wifi,https://d3orevttu06iqr.cloudfront.net/amenities_icons/wifi+.png,12069
5,8201,Lodging,https://d3orevttu06iqr.cloudfront.net/amenities_icons/lodging.png,12070
2,8205,Cafe,https://d3orevttu06iqr.cloudfront.net/amenities_icons/cafe.png,13279
2,8219,Cafe,https://d3orevttu06iqr.cloudfront.net/amenities_icons/cafe.png,13245
2,8223,Cafe,https://d3orevttu06iqr.cloudfront.net/amenities_icons/cafe.png,13265
1,8232,Restroom,https://statiq-images-prod.s3.ap-south-1.amazonaws.com/amenities_icons/restroom.png,12076
2,8232,Cafe,https://d3orevttu06iqr.cloudfront.net/amenities_icons/cafe.png,12077
6,8232,Wifi,https://d3orevttu06iqr.cloudfront.net/amenities_icons/wifi+.png,12078
5,8232,Lodging,https://d3orevttu06iqr.cloudfront.net/amenities_icons/lodging.png,12079
1,8233,Restroom,https://statiq-images-prod.s3.ap-south-1.amazonaws.com/amenities_icons/restroom.png,12080
2,8233,Cafe,https://d3orevttu06iqr.cloudfront.net/amenities_icons/cafe.png,12081
6,8233,Wifi,https://d3orevttu06iqr.cloudfront.net/amenities_icons/wifi+.png,12082
2,8240,Cafe,https://d3orevttu06iqr.cloudfront.net/amenities_icons/cafe.png,13239
1,8243,Restroom,https://statiq-images-prod.s3.ap-south-1.amazonaws.com/amenities_icons/restroom.png,12083
2,8243,Cafe,https://d3orevttu06iqr.cloudfront.net/amenities_icons/cafe.png,12084
3,8243,Store,https://d3orevttu06iqr.cloudfront.net/amenities_icons/store.png,12085
6,8243,Wifi,https://d3orevttu06iqr.cloudfront.net/amenities_icons/wifi+.png,12086
4,8243,Car Care,https://d3orevttu06iqr.cloudfront.net/amenities_icons/car+care+(1).png,12087
1,8247,Restroom,https://statiq-images-prod.s3.ap-south-1.amazonaws.com/amenities_icons/restroom.png,12088
2,8247,Cafe,https://d3orevttu06iqr.cloudfront.net/amenities_icons/cafe.png,12089
1,8250,Restroom,https://statiq-images-prod.s3.ap-south-1.amazonaws.com/amenities_icons/restroom.png,12090
2,8250,Cafe,https://d3orevttu06iqr.cloudfront.net/amenities_icons/cafe.png,12091
3,8250,Store,https://d3orevttu06iqr.cloudfront.net/amenities_icons/store.png,12092
6,8250,Wifi,https://d3orevttu06iqr.cloudfront.net/amenities_icons/wifi+.png,12093
