station_id,connector_type_id,connector_name,connector_image_url
10000,1,CCS-2,https://d3orevttu06iqr.cloudfront.net/connector_images/ccs-2.png
10001,1,CCS-2,https://d3orevttu06iqr.cloudfront.net/connector_images/ccs-2.png
10003,1,CCS-2,https://d3orevttu06iqr.cloudfront.net/connector_images/ccs-2.png
10004,1,CCS-2,https://d3orevttu06iqr.cloudfront.net/connector_images/ccs-2.png
10006,1,CCS-2,https://d3orevttu06iqr.cloudfront.net/connector_images/ccs-2.png
10007,6,GBT,https://d3orevttu06iqr.cloudfront.net/connector_images/dc-001.png
10008,1,CCS-2,https://d3orevttu06iqr.cloudfront.net/connector_images/ccs-2.png
10009,1,CCS-2,https://d3orevttu06iqr.cloudfront.net/connector_images/ccs-2.png
10010,1,CCS-2,https://d3orevttu06iqr.cloudfront.net/connector_images/ccs-2.png
10011,5,Wall,https://d3orevttu06iqr.cloudfront.net/connector_images/type-1.png
10012,1,CCS-2,https://d3orevttu06iqr.cloudfront.net/connector_images/ccs-2.png
10013,1,CCS-2,https://d3orevttu06iqr.cloudfront.net/connector_images/ccs-2.png
10015,1,CCS-2,https://d3orevttu06iqr.cloudfront.net/connector_images/ccs-2.png
10016,1,CCS-2,https://d3orevttu06iqr.cloudfront.net/connector_images/ccs-2.png
10017,1,CCS-2,https://d3orevttu06iqr.cloudfront.net/connector_images/ccs-2.png
10018,1,CCS-2,https://d3orevttu06iqr.cloudfront.net/connector_images/ccs-2.png
10019,1,CCS-2,https://d3orevttu06iqr.cloudfront.net/connector_images/ccs-2.png
10020,1,CCS-2,https://d3orevttu06iqr.cloudfront.net/connector_images/ccs-2.png
10021,1,CCS-2,https://d3orevttu06iqr.cloudfront.net/connector_images/ccs-2.png
10021,3,Type-2,https://d3orevttu06iqr.cloudfront.net/connector_images/type-2.png
10021,5,Wall,https://d3orevttu06iqr.cloudfront.net/connector_images/type-1.png
10022,1,CCS-2,https://d3orevttu06iqr.cloudfront.net/connector_images/ccs-2.png
10022,3,Type-2,https://d3orevttu06iqr.cloudfront.net/connector_images/type-2.png
10022,5,Wall,https://d3orevttu06iqr.cloudfront.net/connector_images/type-1.png
10024,5,Wall,https://d3orevttu06iqr.cloudfront.net/connector_images/type-1.png
10026,1,CCS-2,https://d3orevttu06iqr.cloudfront.net/connector_images/ccs-2.png
10027,1,CCS-2,https://d3orevttu06iqr.cloudfront.net/connector_images/ccs-2.png
10028,1,CCS-2,https://d3orevttu06iqr.cloudfront.net/connector_images/ccs-2.png
10029,1,CCS-2,https://d3orevttu06iqr.cloudfront.net/connector_images/ccs-2.png
10031,1,CCS-2,https://d3orevttu06iqr.cloudfront.net/connector_images/ccs-2.png
10032,1,CCS-2,https://d3orevttu06iqr.cloudfront.net/connector_images/ccs-2.png
10033,1,CCS-2,https://d3orevttu06iqr.cloudfront.net/connector_images/ccs-2.png
10034,1,CCS-2,https://d3orevttu06iqr.cloudfront.net/connector_images/ccs-2.png
